Subject,Course No,Name,Gen Ed,Major ,Major,Major,Pre req,Pre req,Pre req,Pre req
Geo Sci,587,Hydrogeology,,,,,,,,
Geo Sci,590E,Geology for Teachers,,,,,,,,
Geo Sci,590F,The Earth in Context,,,,,,,,
Geo Sci,590M,Investigations in Meteorology,,,,,,,,
Geo Sci,591EC,SEcohydrology,,,,,,,,
Geo Sci,591G,SGranites & Rhyolites,,,,,,,,
Geo Sci,591S,SSubduction Zone Processes,,,,,,,,
Geo Sci,591V,Sem: Volcanology,,,,,,,,
Geo Sci,595A,SAdv Gis,,,,,,,,
Geo Sci,595D,SPhysical Oceanography,,,,,,,,
Geo Sci,597A,STTectonophysics,,,,,,,,
Geo Sci,597PG,Special Topics The Art and Style of Understanding Physical Processes in the Geosciences,,,,,,,,
Geo Sci,597SE,Special Topics Intro Seismology,,,,,,,,
Geo Sci,615,Organic & Biogeochm,,,,,,,,
Geo Sci,617,Geochemistry Seminar,,,,,,,,
Geo Sci,621,Sedimentary Petrolgy,,,,,,,,
Geo Sci,627,Clay Petrology,,,,,,,,
Geo Sci,631,Rock Fracture Mechanics,,,,,,,,
Geo Sci,633,Metamrphc Struct Geo,,,,,,,,
Geo Sci,636,Advanced Remote Sensing,,,,,,,,
Geo Sci,658,Paleoclimatology,,,,,,,,
Geo Sci,660,Rethinking Economy,,,,,,,,
Geo Sci,666,Water Resource Policy,,,,,,,,
Geo Sci,671,Adv Geophys Intrprtn,,,,,,,,
Geo Sci,673,Earth Physics,,,,,,,,
Geo Sci,678,Spatial Data Analysis,,,,,,,,
Geo Sci,687,Adv Hydrogeology,,,,,,,,
Geo Sci,688,Field Methods and Analysis,,,,,,,,
Geo Sci,690O,Investigating the Ocean,,,,,,,,
Geo Sci,691A,Seminar History of the Earth,,,,,,,,
Geo Sci,691GW,SSurface WaterGroundwater Interaction,,,,,,,,
Geo Sci,691PF,Special Topics Planktic Formaninifera,,,,,,,,
Geo Sci,692W,SemVisual & Creative Thinking,,,,,,,,
Geo Sci,696G,ISGlaciers & Climate Change: Bringing Polar Science into the Classroom,,,,,,,,
Geo Sci,697G,Special Topics Advanced Geomorphology,,,,,,,,
Geo Sci,723,Igneous Petrology,,,,,,,,
Geo Sci,725,Metamorphc Petrology,,,,,,,,
Geo Sci,731,StrainFabric Analys,,,,,,,,
Geo Sci,735,Appalachian Geol Sem,,,,,,,,
Geo Sci,749,Sedimentolgy Seminar,,,,,,,,
Geo Sci,763,Quaternary Seminar,,,,,,,,
Geo Sci,765,Organic Geochen Sem,,,,,,,,
Geo Sci,787,Hydrogeology Seminar,,,,,,,,
Geo Sci,791P,S Molecular Paleoclimatology Seminar,,,,,,,,
Geo Sci,793E,Seminar Isotopes in the Environmental Sciences,,,,,,,,
Geo Sci,821,Petrology Seminar,,,,,,,,
Geo Sci,831,Structural Geol Sem,,,,,,,,
Geo Sci,892P,SemPlanetary,,,,,,,,
,,,,,,,,,,
Geograph,100,Earth: An Introduction to Physical Geography,,,,,,,,
Geograph,102,"Diversity, Globalization, and Sustainability: Introduction to Human Geography",SB G,,,,,,,
Geograph,110,Global Environment Change,PS,,,,,,,
Geograph,220,World Regional Geography,SB G,,,,,,,
Geograph,250,Natural Disasters,,,,,,,,
Geograph,314,Writing In Geography,,,,,,,,
Geograph,340,Quant Meth In Geog,,,,,,,,
Geograph,352,Computer Mapping,,,,,,,,
Geograph,354,Climatology,,,,,,,,
Geograph,360,Economic Geography,,,,,,,,
Geograph,370,Urban Geography,,,,,,,,
Geograph,372,Urban Issues,,,,,,,,
Geograph,396ISH,Honors Independent Study in Geography,,,,,,,,
Geograph,397EU,Special Topics Geography of the European Union,,,,,,,,
Geograph,398R,Practicum Research: Electricity & Rivers,,,,,,,,
Geograph,426,Remote Sensing and Image Interpretation,,,,,,,,
Geograph,440,Political Geography,,,,,,,,
Geograph,450,Indigenous Peoples and Conservation,,,,,,,,
Geograph,468,GIS and Spatial Analysis,,,,,,,,
Geograph,470,"The Chinese City: Geography, Environment, and Development",,,,,,,,
Geograph,486,Field Methods in Geography,,,,,,,,
Geograph,493M,"Seminar Migration, Diaspora and Refugees",,,,,,,,
Geograph,493W,Seminar WebGIS,,,,,,,,
Geograph,497C,Special Topics Climate Crisis,,,,,,,,
Geograph,497N,SNational Parks and Protected Areas,,,,,,,,
Geograph,497PA,SeminarProtected Areas & Indigenous Peoples,,,,,,,,
Geograph,497R,Special Topics Rethinking US Environmental Policy,,,,,,,,
Geograph,560,Geomorphology,,,,,,,,
Geograph,593A,Seminar Aquatic Remote Sensing,,,,,,,,
Geograph,593G,Special Topics Introduction to GIS,,,,,,,,
Geograph,593T,Seminar Teaching and Learning in GIS,,,,,,,,
Geograph,604,Geographic Theory and Analysis,,,,,,,,
Geograph,626,Remote Sensing and Image Interpretation,,,,,,,,
Geograph,668,GIS and Spatial Analysis,,,,,,,,
Geograph,670,Urban Environmental History,,,,,,,,
Geograph,692C,SNew Paradigm Conservation,,,,,,,,
Geograph,693C,Seminar Climate Crisis,,,,,,,,
Geograph,693M,"Seminar Migration, Diaspora and Refugees",,,,,,,,
Geograph,693W,Seminar WebGIS,,,,,,,,
Geograph,697G,"STGeography, Policy and the Environment",,,,,,,,
Geograph,697N,Special Topics National Parks and Protected Areas,,,,,,,,
Geograph,896,Independent Study,,,,,,,,
,,,,,,,,,,
Geology,101,The Earth,PS,,,,,,,
Geology,101H,"The Earth, Honors",,,,,,,,
Geology,103,Intro Oceanography,PS,,,,,,,
Geology,105,Dynamic Earth,,,,,,,,
Geology,109,Geology of the National Parks,,,,,,,,
Geology,131,Experiencing Geology,,,,,,,,
Geology,190B,Biological Oceanography,,,,,,,,
Geology,190BH,Biological Oceanography,,,,,,,,
Geology,197SC02,SC Hydrology & Climate Change,,,,,,,,
Geology,201,History Of The Earth,,,,,,,,
Geology,231,Methods in Geosciences,,,,,,,,
Geology,311,Mineralogy,,,,,,,,
Geology,321,Petrology,,,,,,,,
Geology,331,Geological Mapping,,,,,,,,
Geology,398R,Practicum Research: Electricity & Rivers,,,,,,,,
Geology,431,Structural Geology,,,,,,,,
Geology,445,Sedimentology,,,,,,,,
Geology,494LI,Living on Earth: Realworld Issues in the Geosciences,,,,,,,,
Geology,497S,Special Topics Soil Erosion in Agricultural Landscapes,,,,,,,,
Geology,497SF,Special Topics Soil Erosion in Agricultural Landscapes Lab,,,,,,,,
,,,,,,,,,,
German,110,Elementary German,,,,,,,,
German,120,Elementary German,,,,,,,,
German,126,Intensive Elementary German,,,,,,,,
German,190A,STEMGerman I,,,,,,,,
German,230,Intermediate German,,,,,,,,
German,240,Intermediate German,,,,,,,,
German,246,Intensive Intermediate German,,,,,,,,
German,270,From The Grimms To Disney,,,,,,,,
German,285,Language Suite Conversation,,,,,,,,
German,297A,SptpcCrusades and the Image of Islam,,,,,,,,
German,297J,STGermans and Jews,,,,,,,,
German,297T,Special Topics Terrorism Narratives,,,,,,,,
German,304,From Berlin to Hollywood,,,,,,,,
German,310,Advanced German,,,,,,,,
German,311,Reading German Culture,,,,,,,,
German,320,Advanced German,,,,,,,,
German,323,Modern German History,HS,,,,,,,
German,331,Survey German Literat 8001700,,,,,,,,
German,341,Early German Culture,,,,,,,,
German,363,Witches: Myth and Reality,,,,,,,,
German,365,Berlin: Global City,,,,,,,,
German,370,19 C German Thought,,,,,,,,
German,371,Crime and Criminals in Modern German Culture,,,,,,,,
German,372,Vienna 18901914,,,,,,,,
German,375,The Third Reich,,,,,,,,
German,376,The Holocaust,HS,,,,,,,
German,377,Politics and Culture,,,,,,,,
German,379,Germany Today,,,,,,,,
German,380,Weimar Germany Society and Culture,,,,,,,,
German,390M,Intro to Medieval Studies,,,,,,,,
German,391G,German Studies Junior Seminar,,,,,,,,
German,391M,SGerman Art 1890Present,,,,,,,,
German,393D,SRace & Gender in German Cinema,,,,,,,,
German,397J,STJews in German Literature & Culture,,,,,,,,
German,397W,Special Topics Women and Filmmaking,,,,,,,,
German,402,Goethe,,,,,,,,
German,413,Romanticism,,,,,,,,
German,421,19Th Century Lit,,,,,,,,
German,425,Topics in German Studies (Advanced German III),,,,,,,,
German,432,Brecht & Mod Drama,,,,,,,,
German,433,20Th Century Prose,,,,,,,,
German,494CI,Capstone Experience,,,,,,,,
German,497M,STMigrant and Minority German Literature,,,,,,,,
German,583,Methods of Teaching German,,,,,,,,
German,584,The German Language,,,,,,,,
German,585,Structure of German,,,,,,,,
German,597F,History of Film,,,,,,,,
German,597M,Special Topics Mid Century; Modern. International Modernism from the Bomb to Sputnik,,,,,,,,
German,597T,Eine Reise durch die Literatur des Reisens: Vom 18. Jahrhundert bis zur Gegenwart,,,,,,,,
German,601,Middle High German,,,,,,,,
German,609,Debates and Issues in Modern German History,,,,,,,,
German,691C,Seminar Exile,,,,,,,,
German,692M,Seminar Straub/Huillet and Modern Film Culture,,,,,,,,
German,697KF,STKafka,,,,,,,,
German,697L,ST1968 and Film,,,,,,,,
German,697MV,"Interrogating Germanness: Minority Voices in Germany, 1960Present",,,,,,,,
German,697Q,Special Topics The Idea of Europe: Readings in the 20th Century Novel,,,,,,,,
German,697X,Special Topics 19th Century German and European Thought,,,,,,,,
German,715,The Heroic Epic,,,,,,,,
German,716,Courtly Lyric Poetry,,,,,,,,
German,717,The Courtly Epic,,,,,,,,
German,741,Enlightment to Rococo,,,,,,,,
German,742,Lessing,,,,,,,,
German,749,The Classical Goethe,,,,,,,,
German,752,Schiller,,,,,,,,
German,758,Early Romanticism,,,,,,,,
German,759,Later Romanticism,,,,,,,,
German,763,19Th C Poetry/Prose,,,,,,,,
German,779,PostWorld War II Literature,,,,,,,,
German,791P,SProfessional Development,,,,,,,,
German,793A,SemExpressionism,,,,,,,,
German,793E,"Seminar Hans Eisler: Film, Soundtrack, Theory , Politics",,,,,,,,
German,797G,Special Topics 18th Century Drama,,,,,,,,
German,797J,Special Topics Jews & Germans,,,,,,,,
German,797P,"Special Topics Politisierung der Literatur, Aesthetisierung der Politik",,,,,,,,
German,797W,Seminar Minorities & Minority Discourses in Germany since 1990,,,,,,,,
German,887,Hist Aesth Ger Theor,,,,,,,,
,,,,,,,,,,
Greek,126,Intensive Elementary Classical Greek,,,,,,,,
Greek,246,Intensive Intermediate Classical Greek,,,,,,,,
Greek,310,Classical Greek Poetry: Homer,AL,,,,,,,
Greek,320,Classical Greek Prose,,,,,,,,
Greek,452,Greek History,,,,,,,,
Greek,460,Euripides,,,,,,,,
Greek,462,Drama,,,,,,,,
Greek,465,Sophocles,,,,,,,,
Greek,475,Lucian,,,,,,,,
,,,,,,,,,,
Hebrew,110,Elem Modern Hebrew I,,,,,,,,
Hebrew,111,Elementary Biblical Hebrew I,,,,,,,,
Hebrew,120,Elem Modern Hebrew II,,,,,,,,
Hebrew,121,Elementary Biblical Hebrew II,,,,,,,,
Hebrew,126,Intensive Modern Hebrew I,,,,,,,,
Hebrew,230,Intermediate Modern Hebrew I,,,,,,,,
Hebrew,231,Readings in the Hebrew Bible,,,,,,,,
Hebrew,240,Intermediate Modern Hebrew II,,,,,,,,
Hebrew,246,Intensive Modern Hebrew II,,,,,,,,
Hebrew,298,Practicum,,,,,,,,
Hebrew,301,Adv Modern Hebrew I: Media and Culture,,,,,,,,
Hebrew,302,Adv Modern Hebrew II,,,,,,,,
Hebrew,344,Hebrew through the Media I,,,,,,,,
Hebrew,345,Hebrew through the Media II,,,,,,,,
Hebrew,351,Readings in Modern Hebrew I,,,,,,,,
Hebrew,352,Readings in Modern Hebrew II,,,,,,,,
Hebrew,360,Arabic and Hebrew in their Social Settings,,,,,,,,
Hebrew,361,Modern Hebrew Lit I,,,,,,,,
Hebrew,362,Modern Hebrew Lit II,,,,,,,,
Hebrew,398,Practicum,,,,,,,,
Hebrew,411,Hebrew Linguistics,,,,,,,,
,,,,,,,,,,
Heritage Studies,560,Introduction to International Heritage Studies,,,,,,,,
Heritage Studies,563,Global Heritage and the City,,,,,,,,
,,,,,,,,,,
History,H397GG,Honors Colloquium for HISTORY 397GGH,,,,,,,,
History,51,ancient history,,,,,,,,
History,62,Medieval history,,,,,,,,
History,64,US Thot and Cult,,,,,,,,
History,72,Amer West Expansion 17631893,,,,,,,,
History,82,Diplo Hist of US,,,,,,,,
History,88,Amer Rev Era,,,,,,,,
History,96,Seminar in Amer history,,,,,,,,
History,100,Western Thought to 1600,HS,,,,,,,
History,101,Western Thought Since 1600,HS,,,,,,,
History,106A,Honors Modern Europe,,,,,,,,
History,110,World History to 1500,,,,,,,,
History,111,World History since 1500,G HS,,,,,,,
History,112,Introduction to World Religions,G I,,,,,,,
History,114,China: Origins to 1600,,,,,,,,
History,115,China: 1600 to Present,G HS,,,,,,,
History,116,History of Japan,,,,,,,,
History,120,Latin America: The Colonial Period,G HS,,,,,,,
History,121,Modern Latin America,G HS,,,,,,,
History,130,Middle East History I,,,,,,,,
History,131,Middle East Hist II,G HS,,,,,,,
History,140,European History 15001815,,,,,,,,
History,141,Eur Hist 1815Presnt,,,,,,,,
History,150,U.S. History to 1876,HS,,,,,,,
History,151,U.S. History since 1876,HS,,,,,,,
History,154,Social Change in the 1960's,,,,,,,,
History,161,HstAfrica Snc 1500,,,,,,,,
History,170,Indigenous Peoples of North America,,,,,,,,
History,180,"The History of Science and Technology in the Western World, Part I",,,,,,,,
History,181,Hist Western SciTechnology II,HS,,,,,,,
History,190S,Sex in History A Global History of the Modern World,,,,,,,,
History,191HIST1,FYS World War II and American Memory,,,,,,,,
History,196F,Independent Study U.S. in the Age of Mass Incarceration,,,,,,,,
History,197HIST8,Soccer History USA,,,,,,,,
History,200,New Approaches To History,HS,,,,,,,
History,220,Capitalism and its Alternatives in Latin America,,,,,,,,
History,241,The Irish Experience,HS,,,,,,,
History,242,American Family in Historical Perspectives,,,,,,,,
History,242H,"American Family in Historical Perspectives, Honors",HS U,,,,,,,
History,247,"Empire, Race, and the Philippines",,,,,,,,
History,250,Introduction to South Asian History and Culture,,,,,,,,
History,253,AsianPacific American History: 1850  Present,HS U,,,,,,,
History,254,The Black Freedom Struggle since 1945,,,,,,,,
History,260,Power and Violence in South Africa,,,,,,,,
History,264,History of Health Care and Medicine in the U.S.,,,,,,,,
History,265,US LGBT and Queer History,,,,,,,,
History,265H,"US LGBT and Queer History, Honors",,,,,,,,
History,269,The American War in Vietnam,,,,,,,,
History,280,History of Baseball in America,HS,,,,,,,
History,290A,African American History from Africa to the Civil War,,,,,,,,
History,291EH,"SFood, Water, Shelter",,,,,,,,
History,291F,SAfrica in Film,,,,,,,,
History,291P,SPhilosophies of History,,,,,,,,
History,291T,Seminar The Applied Humanities Learning Lab (AppHuLL),,,,,,,,
History,296F,Independent Study U.S. in the Age of Mass incarceration,,,,,,,,
History,297BB,Special Topics Bollywood and British Empire,,,,,,,,
History,297F,STHistory of Sexuality,,,,,,,,
History,297K,Special Topics 20th Century Europe,,,,,,,,
History,297M,Introduction to Latina and Latino History,,,,,,,,
History,297P,"Special Topics Palestine, 1948",,,,,,,,
History,297S,STHistory of College Sports,,,,,,,,
History,297SP,Special Topics Spies and Spying in History,,,,,,,,
History,297U,"Special Topics Migration, Displacement, and Exile: A History of Refugee Politics",,,,,,,,
History,300,Ancient Greece,,,,,,,,
History,302,Early Middle Ages 3001100,,,,,,,,
History,304,M Age/Ren 13001494,,,,,,,,
History,305,Renaissance & Reformation Europe,,,,,,,,
History,307,Eur Enlght 16851789,,,,,,,,
History,313,Eur Intell Hist 19 C,,,,,,,,
History,315,Russian Empire,,,,,,,,
History,316,History of the U.S.S.R.,,,,,,,,
History,317,The Russian Revolution,,,,,,,,
History,321,Modern Scandinavia,,,,,,,,
History,322,France Since 1789,,,,,,,,
History,323,Modern German History,HS,,,,,,,
History,330,English Hist To 1688,,,,,,,,
History,331,English History 1688Present,,,,,,,,
History,337,Victorian England,,,,,,,,
History,340,Civ Of Islam I,,,,,,,,
History,341,Ottoman Empire,,,,,,,,
History,342,Civilization of Islam II,,,,,,,,
History,343H,Modern Middle East,,,,,,,,
History,344,History Of Canada,,,,,,,,
History,345,China in the 19th Century,,,,,,,,
History,346,TwentiethCentury China,,,,,,,,
History,347,Traditional Japan,,,,,,,,
History,349H,Topics in European History: Sex & Society,,,,,,,,
History,354,Hist Of Mexico,,,,,,,,
History,355,The Caribbean,,,,,,,,
History,355H,The Caribbean,,,,,,,,
History,358,Immigration and Migration in US History,,,,,,,,
History,359,Modern Brazil,,,,,,,,
History,360,American Colonial History  1763,,,,,,,,
History,361,Amer Revolution Era,,,,,,,,
History,362,Erly Rpblc 17871848,,,,,,,,
History,363,Civil War Era,,,,,,,,
History,368,US Between World Wars,,,,,,,,
History,369,US Since Pearl Harbr,,,,,,,,
History,372,Amer Thought & Culture I,,,,,,,,
History,373,American Thought and Culture II,,,,,,,,
History,374,US Const Hist I,,,,,,,,
History,375,US Constitutional History II,,,,,,,,
History,379,History of the American West,,,,,,,,
History,381,US & Cold War 191790,,,,,,,,
History,382,City In Modern U.S.,,,,,,,,
History,383,Amer Envronmntl Hist,HS,,,,,,,
History,385,Modern Boston,HS U,,,,,,,
History,386,A Survey of World War II,,,,,,,,
History,387,The Holocaust,HS,,,,,,,
History,388,US Women's History to 1890,,,,,,,,
History,389,US Women's History Since 1890,HS U,,,,,,,
History,390B,Borderlands of Islam,,,,,,,,
History,390E,Imperial America: US and World 1898Now,HS,,,,,,,
History,390J,Special Topic: CrossDisciplinary Contemporary Issues: War & Patriotism in African American Literatu,,,,,,,,
History,391,Seminar Amer Hist,,,,,,,,
History,391CAH,Seminar Historical Responses to Unique Catastrophes,,,,,,,,
History,391GP,"SeminarModern American Capitalism in Global Perspective, 1877present",,,,,,,,
History,391MC,SModern Central Europe,,,,,,,,
History,391MW,SHistories of Slavery in the Muslim World,,,,,,,,
History,391N,SConservation of Nature and Culture,,,,,,,,
History,391P,SPolitics of Preservation,,,,,,,,
History,391PL,Seminar Plymouth 1620: Rethinking 400 Years of History,,,,,,,,
History,391RR,SFrom Roosevelt to Reagan: The Battle for America's Political Soul,,,,,,,,
History,391WH,Seminar Social Responsibility in Museums,,,,,,,,
History,392AH,Race and Ethnicity in the Ancient World,,,,,,,,
History,392AL,SAfroLatin America since 1800,,,,,,,,
History,392DH,SDystopias in Modern Europe,,,,,,,,
History,392E,Seminar The U.S. in Latin America,,,,,,,,
History,392K,SHistory of Public Policy in the Modern World,,,,,,,,
History,392M,SMuseums & Historic Sites,,,,,,,,
History,392N,SMaritime Culture of New England 16201840,,,,,,,,
History,392P,SGlobalization in Indian Ocean History,,,,,,,,
History,393A,SNative American Activism in the Northeast,,,,,,,,
History,393CP,SCaribbeanU.S. Cultural and Political History,,,,,,,,
History,393N,Seminar Germany Since 1945,,,,,,,,
History,393RM,SHistory of Medicine,,,,,,,,
History,393T,SCent. & E.Europe 17721991,,,,,,,,
History,394CI,Ideas That Changed History,,,,,,,,
History,394EI,Human Rights & Energy in Eurasia,,,,,,,,
History,394F,SNationalism & Communism in Eastern Europe from WW II to Stalin's Death,,,,,,,,
History,394RI,Comparative Revolutions in the Modern Era,,,,,,,,
History,395S,"History of U.S. Social Policy, Politics of Gender, Race, and Class",,,,,,,,
History,396F,Independent Study U.S. in the Age of Mass Incarceration,,,,,,,,
History,396R,Independent Study Introduction to World Religions,,,,,,,,
History,397AH,Special Topics Regional History: The Mediterranean since 1500,,,,,,,,
History,397AM,Special Topics Fall of Rome: The Roman Empire from Late Antiquity to the Early Middle Ages,,,,,,,,
History,397AR,STAmerican Reconstruction & Reunion,,,,,,,,
History,397AS,Special Topics Arab Spring/Arab Winter in Historical Perspective,,,,,,,,
History,397CC,STCuba and Her Diaspora,,,,,,,,
History,397DC,Special Topics Diversity and the Constitution,,,,,,,,
History,397DV,Special Topics History of Domestic Violence Law,,,,,,,,
History,397DVH,Special Topics Domestic Violence: A Legal History,,,,,,,,
History,397E,STParadise Postponed: The Quest for American Utopianism,,,,,,,,
